,PM2.5,Season,Dew,Humi,Pres,Temp,W_dir,W_speed,Prec,Prec_cum
2010-03-13 17:00:00,58.0,1,-10.0,28.0,1023.0,7.0,SE,37.98,0.0,0.0
2010-03-13 18:00:00,75.0,1,-11.0,28.0,1024.0,6.0,SE,42.0,0.0,0.0
2010-03-13 19:00:00,78.0,1,-10.0,32.0,1024.0,5.0,SE,47.81,0.0,0.0
2010-03-13 20:00:00,64.0,1,-10.0,35.0,1024.0,4.0,SE,51.83,0.0,0.0
2010-03-13 21:00:00,53.0,1,-10.0,37.0,1025.0,3.0,SE,56.75,0.0,0.0
2010-03-13 22:00:00,41.0,1,-11.0,34.0,1025.0,3.0,SE,60.77,0.0,0.0
2010-03-13 23:00:00,37.0,1,-10.0,37.0,1025.0,3.0,cv,0.89,0.0,0.0
2010-03-14 00:00:00,44.0,1,-11.0,37.0,1025.0,2.0,SE,3.13,0.0,0.0
2010-03-14 01:00:00,65.0,1,-10.0,40.0,1025.0,2.0,SE,4.92,0.0,0.0
2010-03-14 02:00:00,68.0,1,-9.0,43.0,1024.0,2.0,SE,6.71,0.0,0.0
2010-03-14 03:00:00,75.0,1,-8.0,47.0,1023.0,2.0,cv,0.89,0.0,0.0
2010-03-14 04:00:00,80.0,1,-9.0,47.0,1023.0,2.0,SE,0.89,0.0,0.0
2010-03-14 05:00:00,80.0,1,-8.0,63.0,1023.0,1.0,cv,0.45,0.1,0.1
2010-03-14 06:00:00,105.0,1,-6.0,92.0,1023.0,1.0,NW,3.13,0.7,0.8
2010-03-14 07:00:00,86.0,1,-3.0,92.0,1022.0,-1.0,NW,6.26,1.1,1.9
2010-03-14 08:00:00,93.0,1,-2.0,92.0,1022.0,-1.0,NW,9.39,0.9,2.8
2010-03-14 09:00:00,90.0,1,-2.0,92.0,1022.0,-1.0,NW,11.18,0.8,3.6
2010-03-14 10:00:00,73.0,1,-2.0,92.0,1021.0,-1.0,NW,14.31,1.6,5.2
2010-03-14 11:00:00,68.0,1,-1.0,100.0,1021.0,-1.0,NW,16.1,2.2,7.4
2010-03-14 12:00:00,68.0,1,-1.0,92.0,1021.0,0.0,NW,20.12,1.1,8.5
2010-03-14 13:00:00,78.0,1,-1.0,92.0,1020.0,0.0,NW,23.25,0.3,8.8
2010-03-14 14:00:00,83.0,1,-1.0,92.0,1019.0,0.0,NW,26.38,0.3,9.1
2010-03-14 15:00:00,86.0,1,-1.0,92.0,1019.0,0.0,NW,28.17,0.6,9.7
2010-03-14 16:00:00,94.0,1,-1.0,92.0,1019.0,0.0,NW,29.96,0.4,10.1
2010-03-14 17:00:00,112.0,1,-1.0,92.0,1018.0,0.0,cv,0.45,0.0,0.0
2010-03-14 18:00:00,108.0,1,-1.0,92.0,1018.0,0.0,NE,0.89,0.0,0.0
2010-03-14 19:00:00,116.0,1,-2.0,92.0,1018.0,-1.0,NW,1.79,0.0,0.0
2010-03-14 20:00:00,105.0,1,-1.0,92.0,1019.0,0.0,NW,4.92,0.0,0.0
2010-03-14 21:00:00,112.0,1,-1.0,92.0,1019.0,0.0,NW,8.94,0.0,0.0
2010-03-14 22:00:00,87.0,1,-1.0,86.0,1019.0,1.0,NW,12.07,0.0,0.0
2010-03-14 23:00:00,103.0,1,-2.0,92.0,1019.0,-1.0,NW,13.86,0.0,0.0
2010-03-15 00:00:00,129.0,1,-1.0,92.0,1019.0,0.0,NW,17.88,0.0,0.0
2010-03-15 01:00:00,153.0,1,-1.0,92.0,1020.0,0.0,NW,21.01,0.0,0.0
2010-03-15 02:00:00,220.0,1,-2.0,74.0,1020.0,2.0,NW,26.82,0.0,0.0
2010-03-15 03:00:00,175.0,1,-3.0,74.0,1020.0,1.0,SE,1.79,0.0,0.0
2010-03-15 04:00:00,132.0,1,-8.0,47.0,1020.0,2.0,NW,4.02,0.0,0.0
2010-03-15 05:00:00,69.0,1,-10.0,40.0,1020.0,2.0,NW,11.17,0.0,0.0
2010-03-15 06:00:00,60.0,1,-13.0,34.0,1021.0,1.0,NW,16.98,0.0,0.0
2010-03-15 07:00:00,50.0,1,-12.0,39.0,1022.0,0.0,NW,22.79,0.0,0.0
2010-03-15 08:00:00,43.0,1,-13.0,34.0,1023.0,1.0,NW,26.81,0.0,0.0
2010-03-15 09:00:00,36.0,1,-13.0,34.0,1024.0,1.0,NW,33.96,0.0,0.0
2010-03-15 10:00:00,26.0,1,-11.0,40.0,1025.0,1.0,NW,41.11,0.0,0.0
2010-03-15 11:00:00,21.0,1,-12.0,34.0,1025.0,2.0,NW,50.05,0.0,0.0
2010-03-15 12:00:00,27.0,1,-12.0,34.0,1025.0,2.0,NW,62.12,0.0,0.0
2010-03-15 13:00:00,21.0,1,-11.0,37.0,1024.0,2.0,NW,73.3,0.0,0.0
2010-03-15 14:00:00,22.0,1,-10.0,37.0,1024.0,3.0,NW,83.13,0.0,0.0
2010-03-15 15:00:00,22.0,1,-11.0,34.0,1024.0,3.0,NW,94.31,0.0,0.0
2010-03-15 16:00:00,17.0,1,-11.0,32.0,1024.0,4.0,NW,106.38,0.0,0.0
2010-03-15 17:00:00,25.0,1,-11.0,32.0,1024.0,4.0,NW,116.21,0.0,0.0
2010-03-15 18:00:00,52.0,1,-11.0,34.0,1024.0,3.0,NW,124.26,0.0,0.0
2010-03-15 19:00:00,30.0,1,-12.0,32.0,1025.0,3.0,NW,129.18,0.0,0.0
2010-03-15 20:00:00,33.0,1,-11.0,40.0,1026.0,1.0,NW,132.31,0.0,0.0
2010-03-15 21:00:00,38.0,1,-13.0,31.0,1026.0,2.0,NW,134.1,0.0,0.0
2010-03-15 22:00:00,44.0,1,-11.0,46.0,1026.0,-1.0,NW,135.89,0.0,0.0
2010-03-15 23:00:00,61.0,1,-11.0,46.0,1026.0,-1.0,cv,0.89,0.0,0.0
2010-03-16 00:00:00,63.0,1,-10.0,58.0,1026.0,-3.0,NW,0.89,0.0,0.0
2010-03-16 01:00:00,72.0,1,-9.0,63.0,1025.0,-3.0,cv,0.89,0.0,0.0
2010-03-16 02:00:00,67.0,1,-9.0,68.0,1025.0,-4.0,cv,1.78,0.0,0.0
2010-03-16 03:00:00,55.0,1,-9.0,68.0,1024.0,-4.0,cv,2.67,0.0,0.0
2010-03-16 04:00:00,50.0,1,-9.0,79.0,1023.0,-6.0,SE,0.89,0.0,0.0
2010-03-16 05:00:00,55.0,1,-10.0,79.0,1023.0,-7.0,cv,0.89,0.0,0.0
2010-03-16 06:00:00,71.0,1,-10.0,79.0,1023.0,-7.0,cv,1.78,0.0,0.0
2010-03-16 07:00:00,79.0,1,-10.0,79.0,1024.0,-7.0,NE,0.89,0.0,0.0
2010-03-16 08:00:00,72.0,1,-9.0,63.0,1024.0,-3.0,NW,1.79,0.0,0.0
2010-03-16 09:00:00,73.0,1,-9.0,54.0,1025.0,-1.0,NW,3.58,0.0,0.0
2010-03-16 10:00:00,73.0,1,-12.0,37.0,1024.0,1.0,NW,6.71,0.0,0.0
2010-03-16 11:00:00,53.0,1,-15.0,27.0,1024.0,2.0,NW,8.5,0.0,0.0
2010-03-16 12:00:00,56.0,1,-13.0,27.0,1023.0,4.0,NE,1.79,0.0,0.0
2010-03-16 13:00:00,60.0,1,-13.0,25.0,1022.0,5.0,NE,3.58,0.0,0.0
2010-03-16 14:00:00,64.0,1,-14.0,22.0,1022.0,6.0,NE,5.37,0.0,0.0
2010-03-16 15:00:00,53.0,1,-13.0,24.0,1021.0,6.0,NW,1.79,0.0,0.0
2010-03-16 16:00:00,45.0,1,-14.0,20.0,1021.0,7.0,NW,3.58,0.0,0.0
2010-03-16 17:00:00,54.0,1,-12.0,24.0,1021.0,7.0,NW,6.71,0.0,0.0
2010-03-16 18:00:00,62.0,1,-11.0,32.0,1021.0,4.0,NW,8.5,0.0,0.0
2010-03-16 19:00:00,63.0,1,-10.0,37.0,1022.0,3.0,NW,11.63,0.0,0.0
2010-03-16 20:00:00,67.0,1,-7.0,51.0,1023.0,2.0,NW,14.76,0.0,0.0
2010-03-16 21:00:00,85.0,1,-9.0,43.0,1023.0,2.0,NE,1.79,0.0,0.0
2010-03-16 22:00:00,89.0,1,-11.0,32.0,1024.0,4.0,NW,3.13,0.0,0.0
2010-03-16 23:00:00,76.0,1,-11.0,32.0,1024.0,4.0,NE,3.13,0.0,0.0
2010-03-17 00:00:00,41.0,1,-9.0,40.0,1025.0,3.0,NW,3.13,0.0,0.0
2010-03-17 01:00:00,83.0,1,-7.0,51.0,1026.0,2.0,SE,1.79,0.0,0.0
2010-03-17 02:00:00,85.0,1,-7.0,55.0,1026.0,1.0,NE,1.79,0.0,0.0
2010-03-17 03:00:00,41.0,1,-11.0,37.0,1025.0,2.0,NE,6.71,0.0,0.0
2010-03-17 04:00:00,18.0,1,-11.0,37.0,1026.0,2.0,NE,9.84,0.0,0.0
2010-03-17 05:00:00,27.0,1,-12.0,34.0,1026.0,2.0,NE,13.86,0.0,0.0
2010-03-17 06:00:00,33.0,1,-13.0,34.0,1027.0,1.0,NE,19.67,0.0,0.0
2010-03-17 07:00:00,34.0,1,-15.0,29.0,1027.0,1.0,NE,26.82,0.0,0.0
2010-03-17 08:00:00,28.0,1,-15.0,29.0,1028.0,1.0,NE,33.97,0.0,0.0
2010-03-17 09:00:00,27.0,1,-16.0,24.0,1029.0,2.0,NE,39.78,0.0,0.0
2010-03-17 10:00:00,23.0,1,-15.0,25.0,1029.0,3.0,NE,44.7,0.0,0.0
2010-03-17 11:00:00,22.0,1,-15.0,21.0,1028.0,5.0,NE,49.62,0.0,0.0
2010-03-17 12:00:00,26.0,1,-14.0,23.0,1027.0,5.0,NE,54.54,0.0,0.0
2010-03-17 13:00:00,20.0,1,-17.0,17.0,1027.0,6.0,NE,58.56,0.0,0.0
2010-03-17 14:00:00,21.0,1,-17.0,17.0,1026.0,6.0,SE,3.13,0.0,0.0
2010-03-17 15:00:00,24.0,1,-17.0,16.0,1025.0,7.0,NE,3.13,0.0,0.0
2010-03-17 16:00:00,23.0,1,-18.0,14.0,1025.0,7.0,cv,1.79,0.0,0.0
2010-03-17 17:00:00,28.0,1,-17.0,16.0,1025.0,7.0,cv,2.68,0.0,0.0
2010-03-17 18:00:00,39.0,1,-14.0,23.0,1025.0,5.0,SE,0.89,0.0,0.0
2010-03-17 19:00:00,51.0,1,-12.0,32.0,1025.0,3.0,cv,0.89,0.0,0.0
2010-03-17 20:00:00,67.0,1,-12.0,34.0,1026.0,2.0,SE,0.89,0.0,0.0
2010-03-17 21:00:00,66.0,1,-11.0,40.0,1026.0,1.0,cv,0.45,0.0,0.0
2010-03-17 22:00:00,76.0,1,-7.0,63.0,1026.0,-1.0,NE,0.89,0.0,0.0
2010-03-17 23:00:00,71.0,1,-6.0,68.0,1027.0,-1.0,SE,4.92,0.0,0.0
2010-03-18 00:00:00,89.0,1,-5.0,74.0,1027.0,-1.0,SE,9.84,0.0,0.0
2010-03-18 01:00:00,96.0,1,-5.0,79.0,1027.0,-2.0,SE,13.86,0.0,0.0
2010-03-18 02:00:00,91.0,1,-5.0,79.0,1026.0,-2.0,SE,17.88,0.0,0.0
2010-03-18 03:00:00,86.0,1,-5.0,79.0,1026.0,-2.0,SE,19.67,0.0,0.0
2010-03-18 04:00:00,83.0,1,-5.0,79.0,1025.0,-2.0,cv,0.89,0.0,0.0
2010-03-18 05:00:00,80.0,1,-4.0,86.0,1025.0,-2.0,cv,1.78,0.0,0.0
2010-03-18 06:00:00,90.0,1,-4.0,80.0,1025.0,-1.0,cv,2.67,0.0,0.0
2010-03-18 07:00:00,110.0,1,-4.0,80.0,1024.0,-1.0,cv,3.56,0.0,0.0
2010-03-18 08:00:00,135.0,1,-4.0,80.0,1024.0,-1.0,SE,1.79,0.0,0.0
2010-03-18 09:00:00,144.0,1,-4.0,80.0,1024.0,-1.0,SE,3.58,0.0,0.0
2010-03-18 10:00:00,166.0,1,-3.0,80.0,1023.0,0.0,SE,5.37,0.0,0.0
2010-03-18 11:00:00,179.0,1,-3.0,74.0,1022.0,1.0,cv,0.89,0.0,0.0
2010-03-18 12:00:00,201.0,1,-3.0,69.0,1021.0,2.0,SE,1.79,0.0,0.0
2010-03-18 13:00:00,227.0,1,-3.0,64.0,1020.0,3.0,SE,3.58,0.0,0.0
2010-03-18 14:00:00,219.0,1,-2.0,64.0,1018.0,4.0,cv,0.89,0.0,0.0
2010-03-18 15:00:00,208.0,1,-2.0,69.0,1016.0,3.0,NW,3.13,0.0,0.0
2010-03-18 16:00:00,202.0,1,-2.0,74.0,1015.0,2.0,NE,3.13,0.0,0.0
2010-03-18 17:00:00,205.0,1,-3.0,69.0,1015.0,2.0,NW,4.02,0.0,0.0
2010-03-18 18:00:00,206.0,1,-2.0,74.0,1014.0,2.0,NW,5.81,0.0,0.0
2010-03-18 19:00:00,209.0,1,-2.0,74.0,1014.0,2.0,NW,7.6,0.0,0.0
2010-03-18 20:00:00,226.0,1,-3.0,69.0,1014.0,2.0,cv,0.89,0.0,0.0
2010-03-18 21:00:00,222.0,1,-2.0,74.0,1013.0,2.0,NE,0.89,0.0,0.0
2010-03-18 22:00:00,239.0,1,-2.0,74.0,1012.0,2.0,NE,1.78,0.0,0.0
2010-03-18 23:00:00,241.0,1,-2.0,74.0,1011.0,2.0,cv,0.89,0.0,0.0
2010-03-19 00:00:00,249.0,1,-1.0,80.0,1011.0,2.0,cv,1.78,0.0,0.0
2010-03-19 01:00:00,248.0,1,-1.0,74.0,1009.0,3.0,cv,2.67,0.0,0.0
2010-03-19 02:00:00,247.0,1,0.0,80.0,1008.0,3.0,cv,3.56,0.0,0.0
2010-03-19 03:00:00,228.0,1,2.0,93.0,1007.0,3.0,SE,1.79,0.0,0.0
2010-03-19 04:00:00,225.0,1,2.0,93.0,1006.0,3.0,cv,0.89,0.0,0.0
2010-03-19 05:00:00,222.0,1,2.0,93.0,1005.0,3.0,NW,0.89,0.0,0.0
2010-03-19 06:00:00,221.0,1,2.0,93.0,1005.0,3.0,NW,1.78,0.0,0.0
2010-03-19 07:00:00,214.0,1,2.0,100.0,1004.0,2.0,NW,3.57,0.0,0.0
2010-03-19 08:00:00,217.0,1,2.0,93.0,1004.0,3.0,NW,5.36,0.0,0.0
2010-03-19 09:00:00,231.0,1,2.0,93.0,1004.0,3.0,NW,8.49,0.0,0.0
2010-03-19 10:00:00,249.0,1,2.0,93.0,1003.0,3.0,NW,10.28,0.0,0.0
2010-03-19 11:00:00,245.0,1,3.0,93.0,1002.0,4.0,cv,0.89,0.0,0.0
2010-03-19 12:00:00,250.0,1,3.0,86.0,1002.0,5.0,NE,1.79,0.0,0.0
2010-03-19 13:00:00,232.0,1,3.0,86.0,1001.0,5.0,cv,0.89,0.0,0.0
2010-03-19 14:00:00,243.0,1,2.0,70.0,1001.0,7.0,cv,1.78,0.0,0.0
2010-03-19 15:00:00,239.0,1,2.0,70.0,1000.0,7.0,SE,1.79,0.0,0.0
2010-03-19 16:00:00,234.0,1,2.0,70.0,1001.0,7.0,cv,0.89,0.0,0.0
2010-03-19 17:00:00,240.0,1,2.0,70.0,1001.0,7.0,cv,1.78,0.0,0.0
2010-03-19 18:00:00,224.0,1,2.0,70.0,1001.0,7.0,cv,2.67,0.0,0.0
2010-03-19 19:00:00,206.0,1,2.0,75.0,1001.0,6.0,SE,1.79,0.0,0.0
2010-03-19 20:00:00,217.0,1,2.0,75.0,1002.0,6.0,SE,5.81,0.0,0.0
2010-03-19 21:00:00,180.0,1,2.0,80.0,1002.0,5.0,SE,8.94,0.0,0.0
2010-03-19 22:00:00,180.0,1,2.0,86.0,1002.0,4.0,cv,0.89,0.0,0.0
2010-03-19 23:00:00,183.0,1,2.0,86.0,1002.0,4.0,SE,1.79,0.0,0.0
2010-03-20 00:00:00,180.0,1,3.0,93.0,1002.0,4.0,cv,0.89,0.0,0.0
2010-03-20 01:00:00,216.0,1,3.0,86.0,1003.0,5.0,NE,1.79,0.0,0.0
2010-03-20 02:00:00,215.0,1,3.0,93.0,1001.0,4.0,SE,1.79,0.0,0.0
2010-03-20 03:00:00,700.0,1,3.0,93.0,1001.0,4.0,NW,1.79,0.0,0.0
2010-03-20 04:00:00,,1,2.0,75.0,1000.0,6.0,NW,4.92,0.0,0.0
2010-03-20 05:00:00,,1,2.0,80.0,999.0,5.0,SE,1.79,0.0,0.0
2010-03-20 06:00:00,473.0,1,-6.0,34.0,1001.0,9.0,NW,12.07,0.0,0.0
2010-03-20 07:00:00,201.0,1,-2.0,52.0,1002.0,7.0,NW,23.25,0.0,0.0
2010-03-20 08:00:00,274.0,1,-5.0,42.0,1003.0,7.0,NW,35.32,0.0,0.0
2010-03-20 09:00:00,381.0,1,-5.0,42.0,1004.0,7.0,NW,46.5,0.0,0.0
2010-03-20 10:00:00,343.0,1,-5.0,42.0,1006.0,7.0,NW,58.57,0.0,0.0
2010-03-20 11:00:00,156.0,1,-7.0,33.0,1008.0,8.0,NW,69.75,0.0,0.0
2010-03-20 12:00:00,64.0,1,-10.0,26.0,1010.0,8.0,NW,84.95,0.0,0.0
2010-03-20 13:00:00,51.0,1,-14.0,20.0,1012.0,7.0,NW,98.81,0.0,0.0
2010-03-20 14:00:00,47.0,1,-19.0,11.0,1012.0,10.0,NW,114.01,0.0,0.0
2010-03-20 15:00:00,37.0,1,-18.0,12.0,1012.0,10.0,NW,129.21,0.0,0.0
2010-03-20 16:00:00,26.0,1,-17.0,13.0,1013.0,10.0,NW,140.39,0.0,0.0
2010-03-20 17:00:00,22.0,1,-15.0,16.0,1014.0,9.0,NW,149.33,0.0,0.0
2010-03-20 18:00:00,19.0,1,-13.0,20.0,1015.0,8.0,NW,158.27,0.0,0.0
2010-03-20 19:00:00,23.0,1,-12.0,24.0,1016.0,7.0,NW,163.19,0.0,0.0
2010-03-20 20:00:00,21.0,1,-12.0,24.0,1016.0,7.0,NW,166.32,0.0,0.0
2010-03-20 21:00:00,27.0,1,-10.0,28.0,1017.0,7.0,NW,171.24,0.0,0.0
2010-03-20 22:00:00,41.0,1,-7.0,38.0,1017.0,6.0,NW,177.05,0.0,0.0
2010-03-20 23:00:00,46.0,1,-5.0,48.0,1017.0,5.0,NW,181.97,0.0,0.0
2010-03-21 00:00:00,55.0,1,-6.0,51.0,1017.0,3.0,NW,185.1,0.0,0.0
2010-03-21 01:00:00,46.0,1,-5.0,55.0,1017.0,3.0,cv,0.89,0.0,0.0
2010-03-21 02:00:00,60.0,1,-5.0,59.0,1018.0,2.0,cv,1.78,0.0,0.0
2010-03-21 03:00:00,47.0,1,-6.0,55.0,1017.0,2.0,SE,1.79,0.0,0.0
2010-03-21 04:00:00,50.0,1,-6.0,63.0,1016.0,0.0,SE,3.58,0.0,0.0
2010-03-21 05:00:00,51.0,1,-5.0,64.0,1016.0,1.0,SE,5.37,0.0,0.0
2010-03-21 06:00:00,41.0,1,-5.0,64.0,1017.0,1.0,cv,0.89,0.0,0.0
2010-03-21 07:00:00,48.0,1,-5.0,69.0,1017.0,0.0,cv,1.78,0.0,0.0
2010-03-21 08:00:00,50.0,1,-5.0,51.0,1017.0,4.0,SE,1.79,0.0,0.0
2010-03-21 09:00:00,55.0,1,-8.0,33.0,1017.0,7.0,SE,4.92,0.0,0.0
2010-03-21 10:00:00,56.0,1,-10.0,23.0,1016.0,10.0,SE,8.94,0.0,0.0
2010-03-21 11:00:00,52.0,1,-12.0,18.0,1016.0,11.0,SE,12.96,0.0,0.0
2010-03-21 12:00:00,49.0,1,-14.0,14.0,1013.0,12.0,SE,18.77,0.0,0.0
2010-03-21 13:00:00,53.0,1,-14.0,13.0,1012.0,13.0,cv,3.13,0.0,0.0
2010-03-21 14:00:00,73.0,1,-14.0,12.0,1011.0,14.0,SE,4.92,0.0,0.0
2010-03-21 15:00:00,82.0,1,-13.0,14.0,1010.0,14.0,SE,10.73,0.0,0.0
2010-03-21 16:00:00,90.0,1,-12.0,15.0,1010.0,14.0,SE,13.86,0.0,0.0
2010-03-21 17:00:00,106.0,1,-12.0,15.0,1009.0,14.0,SE,17.88,0.0,0.0
2010-03-21 18:00:00,113.0,1,-11.0,17.0,1009.0,13.0,SE,21.9,0.0,0.0
2010-03-21 19:00:00,121.0,1,-5.0,34.0,1010.0,10.0,SE,25.92,0.0,0.0
2010-03-21 20:00:00,116.0,1,-5.0,36.0,1010.0,9.0,SE,30.84,0.0,0.0
2010-03-21 21:00:00,111.0,1,-5.0,39.0,1011.0,8.0,SE,34.86,0.0,0.0
2010-03-21 22:00:00,83.0,1,-5.0,42.0,1012.0,7.0,SE,37.99,0.0,0.0
2010-03-21 23:00:00,85.0,1,-5.0,42.0,1012.0,7.0,cv,3.13,0.0,0.0
2010-03-22 00:00:00,87.0,1,-5.0,45.0,1012.0,6.0,SE,1.79,0.0,0.0
2010-03-22 01:00:00,90.0,1,-3.0,56.0,1011.0,5.0,NW,3.13,0.0,0.0
2010-03-22 02:00:00,90.0,1,-3.0,52.0,1011.0,6.0,NE,0.89,0.0,0.0
2010-03-22 03:00:00,100.0,1,-3.0,56.0,1011.0,5.0,cv,0.89,0.0,0.0
2010-03-22 04:00:00,95.0,1,-4.0,52.0,1010.0,5.0,cv,1.78,0.0,0.0
2010-03-22 05:00:00,96.0,1,-4.0,55.0,1010.0,4.0,NE,0.89,0.0,0.0
2010-03-22 06:00:00,102.0,1,-3.0,64.0,1010.0,3.0,SE,1.79,0.0,0.0
2010-03-22 07:00:00,112.0,1,-2.0,64.0,1011.0,4.0,SE,2.68,0.0,0.0
2010-03-22 08:00:00,315.0,1,-2.0,60.0,1012.0,5.0,cv,0.89,0.0,0.0
2010-03-22 09:00:00,784.0,1,-2.0,56.0,1012.0,6.0,NW,3.13,0.0,0.0
2010-03-22 10:00:00,761.0,1,-8.0,25.0,1013.0,11.0,NW,11.18,0.0,0.0
2010-03-22 11:00:00,204.0,1,-10.0,20.0,1013.0,12.0,NW,18.33,0.0,0.0
2010-03-22 12:00:00,122.0,1,-11.0,18.0,1013.0,12.0,NW,28.16,0.0,0.0
2010-03-22 13:00:00,158.0,1,-12.0,16.0,1014.0,13.0,NW,37.99,0.0,0.0
2010-03-22 14:00:00,226.0,1,-10.0,19.0,1014.0,13.0,NW,47.82,0.0,0.0
2010-03-22 15:00:00,128.0,1,-14.0,12.0,1014.0,14.0,NW,57.65,0.0,0.0
2010-03-22 16:00:00,49.0,1,-13.0,14.0,1015.0,14.0,NW,67.48,0.0,0.0
2010-03-22 17:00:00,47.0,1,-14.0,13.0,1015.0,13.0,NW,77.31,0.0,0.0
2010-03-22 18:00:00,27.0,1,-12.0,17.0,1016.0,12.0,NW,84.46,0.0,0.0
2010-03-22 19:00:00,25.0,1,-12.0,18.0,1018.0,11.0,NW,92.51,0.0,0.0
2010-03-22 20:00:00,27.0,1,-12.0,21.0,1019.0,9.0,NW,97.43,0.0,0.0
2010-03-22 21:00:00,18.0,1,-12.0,21.0,1020.0,9.0,NW,103.24,0.0,0.0
2010-03-22 22:00:00,,1,-11.0,24.0,1021.0,8.0,NW,110.39,0.0,0.0
2010-03-22 23:00:00,28.0,1,-10.0,28.0,1022.0,7.0,NE,4.02,0.0,0.0
2010-03-23 00:00:00,16.0,1,-10.0,28.0,1022.0,7.0,NW,4.02,0.0,0.0
2010-03-23 01:00:00,24.0,1,-9.0,35.0,1022.0,5.0,NE,1.79,0.0,0.0
2010-03-23 02:00:00,24.0,1,-10.0,30.0,1022.0,6.0,NE,7.6,0.0,0.0
2010-03-23 03:00:00,25.0,1,-9.0,47.0,1021.0,1.0,NW,4.02,0.0,0.0
2010-03-23 04:00:00,46.0,1,-8.0,47.0,1022.0,2.0,cv,0.89,0.0,0.0
2010-03-23 05:00:00,54.0,1,-6.0,63.0,1022.0,0.0,NE,0.89,0.0,0.0
2010-03-23 06:00:00,60.0,1,-8.0,54.0,1022.0,0.0,NW,0.89,0.0,0.0
2010-03-23 07:00:00,86.0,1,-7.0,55.0,1023.0,1.0,cv,0.89,0.0,0.0
2010-03-23 08:00:00,58.0,1,-6.0,48.0,1023.0,4.0,NW,0.89,0.0,0.0
2010-03-23 09:00:00,63.0,1,-6.0,41.0,1024.0,6.0,SE,3.13,0.0,0.0
2010-03-23 10:00:00,59.0,1,-7.0,29.0,1024.0,10.0,SE,8.94,0.0,0.0
2010-03-23 11:00:00,59.0,1,-7.0,27.0,1023.0,11.0,SE,14.75,0.0,0.0
2010-03-23 12:00:00,54.0,1,-8.0,23.0,1022.0,12.0,SE,21.9,0.0,0.0
2010-03-23 13:00:00,53.0,1,-8.0,22.0,1021.0,13.0,SE,29.05,0.0,0.0
2010-03-23 14:00:00,55.0,1,-8.0,22.0,1019.0,13.0,SE,34.86,0.0,0.0
2010-03-23 15:00:00,60.0,1,-8.0,22.0,1018.0,13.0,SE,40.67,0.0,0.0
2010-03-23 16:00:00,55.0,1,-8.0,22.0,1018.0,13.0,SE,46.48,0.0,0.0
2010-03-23 17:00:00,64.0,1,-9.0,22.0,1018.0,12.0,SE,52.29,0.0,0.0
2010-03-23 18:00:00,64.0,1,-8.0,25.0,1018.0,11.0,SE,59.44,0.0,0.0
2010-03-23 19:00:00,55.0,1,-8.0,25.0,1019.0,11.0,SE,64.36,0.0,0.0
2010-03-23 20:00:00,57.0,1,-7.0,31.0,1020.0,9.0,SE,67.49,0.0,0.0
2010-03-23 21:00:00,63.0,1,-8.0,27.0,1020.0,10.0,SE,71.51,0.0,0.0
2010-03-23 22:00:00,69.0,1,-6.0,39.0,1020.0,7.0,SE,75.53,0.0,0.0
2010-03-23 23:00:00,70.0,1,-7.0,38.0,1020.0,6.0,SE,79.55,0.0,0.0
2010-03-24 00:00:00,72.0,1,-6.0,41.0,1020.0,6.0,SE,83.57,0.0,0.0
2010-03-24 01:00:00,71.0,1,-6.0,41.0,1020.0,6.0,SE,86.7,0.0,0.0
2010-03-24 02:00:00,73.0,1,-5.0,48.0,1019.0,5.0,SE,89.83,0.0,0.0
2010-03-24 03:00:00,71.0,1,-6.0,48.0,1020.0,4.0,NE,3.13,0.0,0.0
2010-03-24 04:00:00,70.0,1,-6.0,44.0,1020.0,5.0,SE,1.79,0.0,0.0
2010-03-24 05:00:00,68.0,1,-6.0,48.0,1020.0,4.0,NE,1.79,0.0,0.0
2010-03-24 06:00:00,63.0,1,-5.0,51.0,1021.0,4.0,NW,1.79,0.0,0.0
2010-03-24 07:00:00,67.0,1,-4.0,55.0,1022.0,4.0,NW,4.92,0.0,0.0
2010-03-24 08:00:00,76.0,1,-6.0,39.0,1022.0,7.0,NW,10.73,0.0,0.0
2010-03-24 09:00:00,65.0,1,-8.0,29.0,1022.0,9.0,NW,16.54,0.0,0.0
2010-03-24 10:00:00,44.0,1,-11.0,21.0,1023.0,10.0,NE,7.15,0.0,0.0
2010-03-24 11:00:00,36.0,1,-14.0,15.0,1023.0,11.0,NE,14.3,0.0,0.0
2010-03-24 12:00:00,29.0,1,-15.0,14.0,1022.0,11.0,NE,19.22,0.0,0.0
2010-03-24 13:00:00,20.0,1,-16.0,13.0,1022.0,11.0,NE,24.14,0.0,0.0
2010-03-24 14:00:00,53.0,1,-15.0,14.0,1021.0,11.0,SE,4.02,0.0,0.0
2010-03-24 15:00:00,92.0,1,-9.0,25.0,1022.0,10.0,SE,8.04,0.0,0.0
2010-03-24 16:00:00,134.0,1,-8.0,27.0,1021.0,10.0,SE,12.96,0.0,0.0
2010-03-24 17:00:00,97.0,1,-5.0,36.0,1022.0,9.0,SE,18.77,0.0,0.0
2010-03-24 18:00:00,64.0,1,-4.0,45.0,1023.0,7.0,SE,23.69,0.0,0.0
2010-03-24 19:00:00,52.0,1,-3.0,52.0,1024.0,6.0,SE,27.71,0.0,0.0
2010-03-24 20:00:00,63.0,1,-1.0,60.0,1026.0,6.0,NW,4.92,0.3,0.3
